match_id,scenario_id,mode,n_agents,turn_count,outcome,summary,accepted,timeouts,refusals,rejections,a_agent_id,a_adapter,a_model,a_label,a_say_count,a_attached_message_count,a_mean_msg_len,a_moves_total,a_places,a_breaks,a_picks,a_crafts,a_drops,a_final_inventory_size,b_agent_id,b_adapter,b_model,b_label,b_say_count,b_attached_message_count,b_mean_msg_len,b_moves_total,b_places,b_breaks,b_picks,b_crafts,b_drops,b_final_inventory_size,c_agent_id,c_adapter,c_model,c_label,c_say_count,c_attached_message_count,c_mean_msg_len,c_moves_total,c_places,c_breaks,c_picks,c_crafts,c_drops,c_final_inventory_size,d_agent_id,d_adapter,d_model,d_label,d_say_count,d_attached_message_count,d_mean_msg_len,d_moves_total,d_places,d_breaks,d_picks,d_crafts,d_drops,d_final_inventory_size,ch_apples_total_picked,ch_trees_alive,ch_trees_dead,em_public_picked,em_selfish_picked,pc_final_manhattan,pc_met,pc_met_at_turn,pd_CC,pd_CD,pd_DC,pd_DD,pd_encounters,pp_captor,pp_captured,pp_captured_at_turn,pp_victim,sb_active_turns,sb_blocks_placed_final,sb_cluster_compactness,sb_cluster_count,sb_cluster_dominant_block_share,sb_cluster_max_size,sb_cluster_max_vertical,sb_early_active_share,sb_final_inventory_total,sb_final_inventory_unique_types,sb_idle_streak_max,sb_intent_compliance,sb_intent_count,sb_intent_expected_count,sb_intent_final_text,sb_intent_t0_text,sb_intent_total_chars,sb_max_radius_from_start,sb_move_dir_entropy_bits,sb_placed_connectivity,sb_placed_type_entropy_bits,sb_placed_unique_types,sb_total_log_turns,sb_unique_cells_visited,sb_verb_entropy_bits,sb_verb_unique,sb_z_range_visited,sh_first_stag_capturer,sh_first_stag_turn,sh_hares_picked_total,sh_stag_captures,sn_at_turn,sn_reached,sn_target
prisoners_dilemma_test_002,prisoners_dilemma_01,prisoners_dilemma,2,61,no_encounters,"0 encounter(s) over 60 turns. Outcome dist: {}. a=0, b=0. say_attempts: {'a': 14, 'b': 19}",60,0,0,0,a,claude,sonnet,claude:sonnet,14,0,104.6,30,0,0,1,0,0,1,b,claude,sonnet,claude:sonnet,19,0,113.9,30,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prisoners_dilemma_test_003,prisoners_dilemma_01,prisoners_dilemma,2,61,mostly_cooperative,"1 encounter(s) over 60 turns. Outcome dist: {'CC': 1}. a=3, b=3. say_attempts: {'a': 17, 'b': 23}",60,0,0,0,a,claude,sonnet,claude:sonnet,17,0,104.8,30,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,23,0,113.3,30,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord02_deepseekr1_7b_v3_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 3, 'b': 6}",40,9,0,2,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,3,0,28.0,20,0,0,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,6,0,42.0,20,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord02_exaone3p5_7b8_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 10, 'b': 9}",40,0,0,0,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,10,0,59.8,20,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,9,1,57.5,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord02_exaone3p5_7b8_v3_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 10, 'b': 9}",40,8,0,10,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,10,0,52.2,20,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,9,1,53.5,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord02_gemma3_12b_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 11, 'b': 9}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,11,0,38.7,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,9,0,27.8,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord02_gemma3_12b_v3_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 11, 'b': 8}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,11,0,25.1,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,8,0,23.1,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord02_phi4_14b_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 3, 'b': 17}",40,1,0,1,a,ollama,phi4:14b,ollama:phi4:14b,3,0,40.7,21,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,17,0,38.6,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord02_phi4_14b_v3_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 13, 'b': 5}",40,1,0,1,a,ollama,phi4:14b,ollama:phi4:14b,13,0,37.0,21,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,5,0,38.0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord03_deepseekr1_7b_v3_001,pure_coord_03,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 7, 'b': 6}",40,7,0,2,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,7,37.4,22,0,0,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,6,28.2,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord03_gemma3_12b_v3_001,pure_coord_03,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 20, 'b': 20}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,20,26.2,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,20,25.0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord03_phi4_14b_v3_001,pure_coord_03,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 20, 'b': 20}",40,0,0,0,a,ollama,phi4:14b,ollama:phi4:14b,0,20,48.9,20,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,0,20,48.1,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_02_codex_mini_v3_001,pure_coord_02,pure_coord,2,22,missed,"No meeting in 21 turns. say attempts: {'a': 1, 'b': 0}",21,179,0,558,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,1,0,38.0,11,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_02_gpt55_v3_001,pure_coord_02,pure_coord,2,33,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 32 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 1, 'b': 0}",32,0,0,32,a,codex,gpt-5.5,codex:gpt-5.5,1,0,98.0,16,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_02_haiku_v3_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 14, 'b': 13}",40,0,0,0,a,claude,haiku,claude:haiku,14,0,62.3,20,0,0,0,0,0,0,b,claude,haiku,claude:haiku,13,0,56.9,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_02_opus_v3_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 12, 'b': 14}",40,0,0,0,a,claude,opus,claude:opus,12,0,70.6,20,0,0,0,0,0,0,b,claude,opus,claude:opus,14,0,79.7,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_02_sonnet_v3_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 14, 'b': 14}",40,0,0,0,a,claude,sonnet,claude:sonnet,14,0,98.5,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,14,0,103.6,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_03_gpt55_001,pure_coord_03,pure_coord,2,20,running,,19,78,0,255,a,codex,gpt-5.5,codex:gpt-5.5,0,10,129.7,10,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,9,124.7,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_03_haiku_001,pure_coord_03,pure_coord,2,33,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 32. say attempts: {'a': 16, 'b': 16}",32,0,0,0,a,claude,haiku,claude:haiku,0,16,33.0,16,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,16,31.3,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_03_opus_001,pure_coord_03,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 16, 'b': 15}",31,0,0,0,a,claude,opus,claude:opus,0,16,42.1,16,0,0,0,0,0,0,b,claude,opus,claude:opus,0,15,42.5,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_03_sonnet_001,pure_coord_03,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 16, 'b': 15}",31,0,0,0,a,claude,sonnet,claude:sonnet,0,16,60.4,16,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,15,65.3,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_chat_test_001,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 16, 'b': 16}",40,0,0,0,a,claude,sonnet,claude:sonnet,16,0,88.9,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,16,0,93.4,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_chat_test_002,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 15, 'b': 16}",40,0,0,0,a,claude,sonnet,claude:sonnet,15,0,104.5,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,16,0,115.6,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_chat_test_003,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 12, 'b': 16}",40,0,0,0,a,claude,sonnet,claude:sonnet,12,0,102.2,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,16,0,111.2,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_chat_test_004,pure_coord_02,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 12, 'b': 17}",40,0,0,0,a,claude,sonnet,claude:sonnet,12,0,101.2,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,17,0,105.6,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_001,pure_coord_01,pure_coord,2,18,missed,"No meeting in 17 turns. say attempts: {'a': 0, 'b': 0}",17,183,0,566,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,9,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_002,pure_coord_01,pure_coord,2,23,missed,"No meeting in 22 turns. say attempts: {'a': 0, 'b': 0}",22,178,0,556,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,11,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_003,pure_coord_01,pure_coord,2,18,missed,"No meeting in 17 turns. say attempts: {'a': 0, 'b': 0}",17,183,0,565,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,9,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v2_001,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,30,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v2_002,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,30,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v3_001,pure_coord_01,pure_coord,2,31,missed,"No meeting in 30 turns. say attempts: {'a': 0, 'b': 0}",30,170,0,536,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,1,0,0,0,1,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v3_002,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at non-landmark cell (10,13,1) on turn 31 (closest landmark: 'the great oak', distance 3). say attempts: {'a': 1, 'b': 0}",31,1,0,32,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,1,0,32.0,16,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v3_003,pure_coord_01,pure_coord,2,37,met,"Coordinated meeting at non-landmark cell (6,19,1) on turn 36 (closest landmark: 'the well', distance 1). say attempts: {'a': 0, 'b': 0}",36,0,0,38,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,18,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,18,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v3_004,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,30,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v3_005,pure_coord_01,pure_coord,2,37,met,"Coordinated meeting at non-landmark cell (7,16,1) on turn 36 (closest landmark: 'the well', distance 5). say attempts: {'a': 0, 'b': 0}",36,0,0,38,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,18,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,18,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_codex_mini_v3_006,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,16,0,0,0,0,0,0,b,codex,gpt-5.4-mini,codex:gpt-5.4-mini,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_deepseekr1_7b_001,pure_coord_01,pure_coord,2,15,running,,14,6,0,1,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,6,0,0,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_deepseekr1_7b_v3_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,20,0,6,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,25,0,1,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_deepseekr1_7b_v3_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,20,0,5,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,23,0,0,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_deepseekr1_7b_v3_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,20,0,5,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,20,0,0,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,20,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_deepseekr1_7b_v3_004,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,29,0,12,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,21,0,0,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,19,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_deepseekr1_7b_v3_005,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,18,0,6,a,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,21,0,0,0,0,0,0,b,ollama,deepseek-r1:7b,ollama:deepseek-r1:7b,0,0,0,19,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_exaone3p5_7b8_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,4,0,4,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,20,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_exaone3p5_7b8_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 1}",40,5,0,5,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,21,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,1,0,21.0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_exaone3p5_7b8_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,4,0,5,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,20,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_exaone3p5_7b8_v3_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,8,0,10,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,21,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_exaone3p5_7b8_v3_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,15,0,16,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,21,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_exaone3p5_7b8_v3_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,10,0,10,a,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,19,0,0,0,0,0,0,b,ollama,exaone3.5:7.8b,ollama:exaone3.5:7.8b,0,0,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gemma3_12b_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
