match_id,scenario_id,mode,n_agents,turn_count,outcome,summary,accepted,timeouts,refusals,rejections,a_agent_id,a_adapter,a_model,a_label,a_say_count,a_attached_message_count,a_mean_msg_len,a_moves_total,a_places,a_breaks,a_picks,a_crafts,a_drops,a_final_inventory_size,b_agent_id,b_adapter,b_model,b_label,b_say_count,b_attached_message_count,b_mean_msg_len,b_moves_total,b_places,b_breaks,b_picks,b_crafts,b_drops,b_final_inventory_size,c_agent_id,c_adapter,c_model,c_label,c_say_count,c_attached_message_count,c_mean_msg_len,c_moves_total,c_places,c_breaks,c_picks,c_crafts,c_drops,c_final_inventory_size,d_agent_id,d_adapter,d_model,d_label,d_say_count,d_attached_message_count,d_mean_msg_len,d_moves_total,d_places,d_breaks,d_picks,d_crafts,d_drops,d_final_inventory_size,ch_apples_total_picked,ch_trees_alive,ch_trees_dead,em_public_picked,em_selfish_picked,pc_final_manhattan,pc_met,pc_met_at_turn,pd_CC,pd_CD,pd_DC,pd_DD,pd_encounters,pp_captor,pp_captured,pp_captured_at_turn,pp_victim,sb_active_turns,sb_blocks_placed_final,sb_cluster_compactness,sb_cluster_count,sb_cluster_dominant_block_share,sb_cluster_max_size,sb_cluster_max_vertical,sb_early_active_share,sb_final_inventory_total,sb_final_inventory_unique_types,sb_idle_streak_max,sb_intent_compliance,sb_intent_count,sb_intent_expected_count,sb_intent_final_text,sb_intent_t0_text,sb_intent_total_chars,sb_max_radius_from_start,sb_move_dir_entropy_bits,sb_placed_connectivity,sb_placed_type_entropy_bits,sb_placed_unique_types,sb_total_log_turns,sb_unique_cells_visited,sb_verb_entropy_bits,sb_verb_unique,sb_z_range_visited,sh_first_stag_capturer,sh_first_stag_turn,sh_hares_picked_total,sh_stag_captures,sn_at_turn,sn_reached,sn_target
pure_coord_gemma3_12b_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gemma3_12b_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gemma3_12b_v3_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gemma3_12b_v3_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gemma3_12b_v3_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 1}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,1,0,35.0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gemma3_12b_v3_004,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gemma3_12b_v3_005,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,b,ollama,gemma3:12b,ollama:gemma3:12b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_001,pure_coord_01,pure_coord,2,6,running,,5,190,0,576,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,3,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_002,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,30,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_003,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,31,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,16,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_004,pure_coord_01,pure_coord,2,16,cliff_timeout,Match aborted: 6 consecutive invalid turns (latest: timeout on turn 21),15,6,0,33,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,8,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_005,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,30,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_006,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,30,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_007,pure_coord_01,pure_coord,2,10,cliff_timeout,Match aborted: 6 consecutive invalid turns (latest: timeout on turn 15),9,6,0,27,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,5,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_gpt55_v3_008,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,30,a,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,b,codex,gpt-5.5,codex:gpt-5.5,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,haiku,claude:haiku,0,0,0,20,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,haiku,claude:haiku,0,0,0,20,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 1}",40,0,0,0,a,claude,haiku,claude:haiku,0,0,0,20,0,0,0,0,0,0,b,claude,haiku,claude:haiku,1,0,42.0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_patched_001,pure_coord_01,pure_coord,2,21,running,,20,0,0,0,a,claude,haiku,claude:haiku,0,0,0,10,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_patched_002,pure_coord_01,pure_coord,2,21,running,,20,0,0,0,a,claude,haiku,claude:haiku,0,0,0,10,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_v3_001,pure_coord_01,pure_coord,2,31,met,"Coordinated meeting at non-landmark cell (12,11,1) on turn 30 (closest landmark: 'the great oak', distance 1). say attempts: {'a': 0, 'b': 0}",30,0,0,0,a,claude,haiku,claude:haiku,0,0,0,15,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_v3_002,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,haiku,claude:haiku,0,0,0,16,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_v3_003,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,haiku,claude:haiku,0,0,0,16,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_v3_004,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,haiku,claude:haiku,0,0,0,16,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_haiku_v3_005,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,haiku,claude:haiku,0,0,0,16,0,0,0,0,0,0,b,claude,haiku,claude:haiku,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,opus,claude:opus,0,0,0,20,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,opus,claude:opus,0,0,0,20,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_patched_001,pure_coord_01,pure_coord,2,22,running,,21,0,0,0,a,claude,opus,claude:opus,0,0,0,11,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_v3_001,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,opus,claude:opus,0,0,0,16,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_v3_002,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,opus,claude:opus,0,0,0,16,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_v3_003,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,opus,claude:opus,0,0,0,16,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_v3_004,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,opus,claude:opus,0,0,0,16,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_opus_v3_005,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,opus,claude:opus,0,0,0,16,0,0,0,0,0,0,b,claude,opus,claude:opus,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 1}",40,2,0,3,a,ollama,phi4:14b,ollama:phi4:14b,0,0,0,21,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,1,0,26.0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,4,0,4,a,ollama,phi4:14b,ollama:phi4:14b,0,0,0,21,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,0,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,1,0,1,a,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_v3_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,1,0,3,a,ollama,phi4:14b,ollama:phi4:14b,0,0,0,21,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,0,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_v3_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,1,0,1,a,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_v3_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 1}",40,1,0,1,a,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,1,0,109.0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_v3_004,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 1, 'b': 0}",40,0,0,0,a,ollama,phi4:14b,ollama:phi4:14b,1,0,28.0,20,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_phi4_14b_v3_005,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,b,ollama,phi4:14b,ollama:phi4:14b,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_sonnet_v3_001,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,16,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_sonnet_v3_002,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,16,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_sonnet_v3_003,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,16,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_sonnet_v3_004,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,16,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_sonnet_v3_005,pure_coord_01,pure_coord,2,32,met,"Coordinated meeting at landmark 'the great oak' (12,12,1) on turn 31. say attempts: {'a': 0, 'b': 0}",31,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,16,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_test_001,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_test_002,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_test_003,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_test_004,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_test_005,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_test_006,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure_coord_test_007,pure_coord_01,pure_coord,2,41,missed,"No meeting in 40 turns. say attempts: {'a': 0, 'b': 0}",40,0,0,0,a,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,b,claude,sonnet,claude:sonnet,0,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
